transaction_id,amount,payment_method,merchant_category,transaction_hour,is_weekend,customer_age_days,customer_avg_amount,amount_deviation,transactions_last_10min,transactions_last_1h,transactions_last_24h,device_age_days,device_transaction_count,location_distance_km,ip_risk_score,failed_attempts_24h,previous_fraud_count,chargeback_history,account_velocity_score,fraud
TX_003290,822.18,UPI,Fashion,3,1,1695,159.72,5.12,0,3,8,340,16,67.69,0.108,0,0,0,0.337,0
TX_003291,4530.25,UPI,Services,9,0,1152,1553.72,2.91,2,7,18,878,17,184.27,0.214,0,0,0,0.266,0
TX_003292,91.12,CARD,Fashion,21,0,1680,392.87,0.23,1,5,13,411,14,2.02,0.206,2,0,0,0.333,0
TX_003293,3932.24,CARD,Grocery,15,0,1788,535.73,7.33,3,7,18,90,22,22.03,0.421,0,0,0,0.197,0
TX_003294,1537.67,UPI,Food,6,0,1830,509.97,3.01,0,2,10,32,15,293.05,0.123,0,0,0,0.117,0
TX_003295,327.99,UPI,Fashion,0,0,1623,2527.07,0.13,2,4,12,1085,23,18.39,0.034,0,0,0,0.837,0
TX_003296,374.16,UPI,Travel,4,0,1074,322.97,1.15,2,4,11,494,18,19.13,0.141,0,0,0,0.37,0
TX_003297,5862.86,NETBANKING,Travel,19,0,1320,415.92,14.06,2,5,11,848,15,295.91,0.218,1,0,0,0.125,0
TX_003298,426.02,UPI,Gaming,14,1,1252,489.4,0.87,2,7,11,1207,28,103.68,0.083,3,0,0,0.445,0
TX_003299,346.07,NETBANKING,Grocery,10,0,568,961.0,0.36,3,10,16,1298,14,71.98,0.087,0,0,0,0.268,0
TX_003300,3419.72,CARD,Services,2,0,1910,845.9,4.04,2,4,10,588,9,4.75,0.209,2,0,0,0.305,0
TX_003301,1538.48,CARD,Travel,18,0,524,755.07,2.03,1,3,10,1383,24,12.97,0.086,1,0,0,0.294,0
TX_003302,429.26,CARD,Electronics,23,1,571,897.13,0.48,3,6,16,995,21,161.12,0.335,0,0,0,0.205,0
TX_003303,1361.88,UPI,Fashion,5,1,720,860.67,1.58,0,4,6,10,18,225.26,0.105,2,0,0,0.212,0
TX_003304,393.17,CARD,Fashion,9,0,176,2132.95,0.18,3,5,16,1378,26,104.9,0.049,0,0,0,0.354,0
TX_003305,3297.18,UPI,Food,7,0,1664,494.96,6.65,1,3,11,619,24,31.94,0.192,0,0,0,0.207,0
TX_003306,3169.63,UPI,Gaming,15,0,1439,431.65,7.33,2,4,10,1064,14,45.97,0.13,1,0,0,0.14,0
TX_003307,1866.85,NETBANKING,Services,7,0,805,3016.2,0.62,1,5,12,741,22,4.82,0.18,1,0,0,0.26,0
TX_003308,1574.45,UPI,Grocery,18,0,1002,276.06,5.68,2,4,12,384,14,66.54,0.522,1,0,0,0.333,0
TX_003309,6381.69,UPI,Travel,4,0,251,538.86,11.82,2,5,12,1365,26,32.48,0.07,1,0,1,0.178,0
TX_003310,1096.29,NETBANKING,Services,21,0,1377,284.89,3.83,1,4,14,356,18,40.92,0.222,0,0,1,0.405,0
TX_003311,336.34,UPI,Gaming,15,0,1748,478.53,0.7,2,7,13,731,22,134.45,0.234,0,0,0,0.178,0
TX_003312,1718.96,CARD,Travel,2,0,1569,166.75,10.25,3,7,17,1123,23,54.67,0.206,1,0,0,0.278,0
TX_003313,8831.21,NETBANKING,Food,18,0,1220,931.47,9.47,2,4,19,704,24,6.33,0.453,0,0,0,0.532,0
TX_003314,397.52,WALLET,Electronics,19,1,217,1063.48,0.37,1,4,13,333,15,65.82,0.127,1,0,0,0.203,0
TX_003315,763.98,CARD,Fashion,3,1,1710,321.03,2.37,0,3,10,1024,16,504.87,0.256,0,0,1,0.952,1
TX_003316,1663.11,CARD,Fashion,3,0,506,1245.57,1.33,2,6,13,19,18,73.28,0.018,0,0,0,0.37,0
TX_003317,1039.08,UPI,Electronics,2,0,678,199.16,5.19,1,3,12,808,24,11.9,0.179,0,0,0,0.418,0
TX_003318,410.63,CARD,Fashion,19,0,840,1253.71,0.33,1,2,12,1193,15,17.43,0.178,1,0,0,0.71,0
TX_003319,3367.27,CARD,Gaming,15,1,1402,335.4,10.01,3,4,7,1063,19,129.02,0.181,0,0,0,0.25,0
TX_003320,11159.44,UPI,Electronics,1,0,1218,139.97,79.16,2,7,13,465,22,98.43,0.45,2,0,0,0.124,0
TX_003321,1334.26,UPI,Electronics,4,0,119,315.02,4.22,1,3,13,759,15,208.62,0.251,0,0,0,0.262,0
TX_003322,444.05,CARD,Electronics,21,0,903,2391.76,0.19,5,9,21,25,16,81.01,0.085,0,0,0,0.387,0
TX_003323,233.0,UPI,Gaming,6,1,1951,251.2,0.92,3,7,15,53,23,33.21,0.076,1,0,0,0.472,0
TX_003324,1419.38,CARD,Services,15,0,229,845.17,1.68,2,5,11,1125,16,15.94,0.491,0,0,0,0.113,0
TX_003325,3307.27,NETBANKING,Gaming,18,1,1984,1507.57,2.19,3,6,15,906,24,32.16,0.13,3,0,0,0.098,0
TX_003326,1763.7,CARD,Electronics,13,1,40,4404.82,0.4,1,5,17,683,26,148.5,0.181,1,0,0,0.201,0
TX_003327,1094.0,UPI,Travel,15,0,1330,503.32,2.17,1,4,9,959,27,88.62,0.399,0,0,1,0.067,0
TX_003328,608.34,CARD,Gaming,13,0,1011,804.38,0.76,0,4,9,185,26,17.37,0.16,0,0,0,0.391,0
TX_003329,367.91,UPI,Fashion,7,0,1343,609.86,0.6,1,3,12,294,17,109.9,0.229,0,0,0,0.706,0
TX_003330,2526.91,UPI,Gaming,4,0,715,2722.9,0.93,0,1,5,573,21,43.88,0.303,0,0,0,0.199,0
TX_003331,2734.69,UPI,Food,8,0,1847,134.36,20.2,3,9,23,1460,14,14.18,0.308,0,0,0,0.184,0
TX_003332,233.75,UPI,Food,8,0,1795,177.64,1.31,12,19,29,57,21,7.02,0.346,0,0,0,0.826,1
TX_003333,5376.75,UPI,Services,13,0,1888,443.68,12.09,3,7,17,539,20,12.75,0.376,0,0,0,0.479,0
TX_003334,1947.05,UPI,Services,21,0,1851,359.0,5.41,2,3,14,1325,17,13.52,0.054,0,0,0,0.223,0
TX_003335,4445.26,UPI,Gaming,20,0,961,710.19,6.25,1,6,11,427,19,34.41,0.335,0,0,0,0.207,0
TX_003336,286.54,UPI,Services,16,1,1549,473.93,0.6,2,3,17,695,25,108.18,0.377,0,0,0,0.398,0
TX_003337,279.83,UPI,Fashion,3,1,1333,634.58,0.44,5,10,19,780,16,56.32,0.141,0,0,0,0.4,0
TX_003338,944.85,UPI,Food,15,0,1087,577.23,1.63,2,4,11,611,13,122.76,0.235,2,0,0,0.192,0
TX_003339,1813.08,UPI,Grocery,20,1,1641,704.64,2.57,3,5,10,1317,24,145.69,0.092,0,0,0,0.275,0
TX_003340,11106.5,UPI,Food,13,1,1046,3267.05,3.4,9,4,8,7,9,476.29,0.549,1,0,0,0.68,1
TX_003341,2221.81,NETBANKING,Fashion,13,1,601,953.28,2.33,1,4,9,682,23,422.32,0.228,0,0,0,0.114,0
TX_003342,860.33,WALLET,Grocery,2,0,652,3768.5,0.23,1,2,16,1149,15,7.6,0.335,1,0,0,0.278,0
TX_003343,392.93,UPI,Food,9,0,644,280.55,1.4,2,6,16,1192,15,31.39,0.159,0,0,0,0.126,0
TX_003344,3751.84,CARD,Travel,17,0,667,1370.59,2.74,0,6,11,1422,17,65.67,0.142,1,0,0,0.667,0
TX_003345,417.92,NETBANKING,Grocery,20,0,166,1406.25,0.3,2,5,14,745,15,118.69,0.125,0,0,0,0.144,0
TX_003346,5588.51,NETBANKING,Travel,8,1,288,939.05,5.94,3,8,17,182,28,55.06,0.22,1,0,0,0.458,0
TX_003347,825.19,CARD,Fashion,20,0,1115,624.49,1.32,2,5,17,1193,16,67.79,0.097,1,0,0,0.538,0
TX_003348,5380.74,UPI,Gaming,4,0,632,241.96,22.15,1,7,13,820,15,10.11,0.139,0,0,0,0.037,0
TX_003349,2162.31,UPI,Fashion,10,0,93,1364.49,1.58,1,1,7,338,25,0.13,0.118,0,1,0,0.221,0
TX_003350,956.24,UPI,Fashion,10,0,310,508.62,1.88,1,3,10,1029,25,298.47,0.42,0,0,0,0.257,0
TX_003351,652.36,WALLET,Grocery,14,0,5,720.5,0.9,5,7,17,64,21,59.65,0.215,0,0,0,0.396,0
TX_003352,779.84,UPI,Travel,9,0,1390,1760.69,0.44,2,4,11,1146,13,108.44,0.352,0,0,0,0.275,0
TX_003353,1682.97,UPI,Fashion,23,0,148,1094.97,1.54,1,3,7,1243,22,34.85,0.286,0,0,0,0.24,0
TX_003354,1184.6,CARD,Electronics,10,0,1656,1538.13,0.77,0,5,16,541,29,25.2,0.308,2,0,0,0.213,0
TX_003355,605.58,UPI,Electronics,18,0,147,2381.09,0.25,0,1,6,120,23,175.48,0.243,0,0,0,0.538,0
TX_003356,929.24,CARD,Travel,16,0,1489,157.71,5.85,2,6,11,656,10,87.0,0.015,1,0,0,0.181,0
TX_003357,1186.28,UPI,Gaming,17,0,1343,1308.73,0.91,1,5,10,1226,18,8.59,0.091,0,0,0,0.42,0
TX_003358,130.49,NETBANKING,Gaming,19,0,1209,692.92,0.19,1,5,13,196,26,15.96,0.332,0,0,0,0.331,0
TX_003359,1733.97,NETBANKING,Grocery,22,1,516,1838.72,0.94,0,3,8,1433,26,57.99,0.16,0,0,0,0.458,0
TX_003360,411.69,CARD,Fashion,19,0,151,1073.2,0.38,2,6,15,142,26,12.08,0.097,0,0,0,0.13,0
TX_003361,346.08,CARD,Electronics,19,1,367,220.53,1.56,1,4,9,228,20,77.61,0.132,0,0,0,0.238,0
TX_003362,202.89,CARD,Food,9,0,217,430.69,0.47,1,6,16,1318,27,12.31,0.081,0,0,0,0.25,0
TX_003363,182.38,UPI,Food,8,0,407,1334.95,0.14,2,7,15,1342,28,21.03,0.244,1,0,0,0.208,0
TX_003364,282.75,UPI,Grocery,14,1,1498,2008.15,0.14,2,4,10,1071,14,19.98,0.305,1,0,0,0.68,0
TX_003365,539.68,CARD,Gaming,8,1,754,353.41,1.52,4,7,15,147,24,17.81,0.298,1,0,0,0.461,0
TX_003366,7733.05,UPI,Electronics,4,0,1526,330.91,23.3,5,6,9,1277,21,35.29,0.134,0,1,0,0.312,0
TX_003367,648.15,UPI,Fashion,1,0,853,311.59,2.07,3,7,17,350,22,70.06,0.117,1,0,0,0.171,0
TX_003368,1309.96,CARD,Gaming,10,0,1088,958.8,1.36,2,6,11,829,21,44.02,0.239,0,1,0,0.495,0
TX_003369,1636.77,UPI,Services,9,0,1497,399.68,4.08,2,4,13,816,16,38.58,0.101,0,0,0,0.218,0
TX_003370,1250.21,UPI,Services,21,0,592,485.61,2.57,0,1,8,1382,15,39.85,0.511,4,1,0,0.226,0
TX_003371,1014.91,NETBANKING,Fashion,7,1,1241,618.87,1.64,0,2,11,1064,16,53.88,0.282,0,0,1,0.362,0
TX_003372,331.86,CARD,Food,8,1,1160,2025.98,0.16,2,2,11,2,0,43.47,0.389,2,1,0,0.852,1
TX_003373,4679.41,CARD,Grocery,15,0,173,707.6,6.6,1,4,14,1006,15,11.74,0.226,0,0,0,0.174,0
TX_003374,6682.16,WALLET,Services,21,0,1445,520.99,12.8,3,5,13,1061,12,152.69,0.079,0,0,0,0.491,0
TX_003375,203.84,CARD,Fashion,19,0,1908,431.7,0.47,4,7,14,239,23,32.19,0.096,0,0,0,0.423,0
TX_003376,393.85,CARD,Gaming,16,0,1277,799.4,0.49,3,10,18,314,24,24.72,0.12,0,0,0,0.444,0
TX_003377,828.97,UPI,Grocery,20,0,273,295.1,2.8,0,1,10,493,17,203.52,0.128,0,0,0,0.389,0
TX_003378,417.99,CARD,Fashion,9,1,1503,1007.21,0.41,1,3,12,443,22,306.29,0.19,0,0,0,0.274,0
TX_003379,1818.86,CARD,Fashion,10,0,1514,1122.52,1.62,1,4,7,967,21,38.45,0.057,0,0,0,0.209,0
TX_003380,529.39,CARD,Gaming,23,0,1148,582.79,0.91,0,2,12,601,23,60.55,0.247,0,0,0,0.184,0
TX_003381,9557.26,UPI,Gaming,13,0,998,1056.49,9.04,1,2,12,771,17,167.32,0.416,0,0,0,0.195,0
TX_003382,3606.7,CARD,Gaming,1,0,1356,849.97,4.24,2,5,12,291,17,206.95,0.046,1,1,0,0.25,0
TX_003383,1356.38,CARD,Services,1,1,262,829.84,1.63,4,8,19,1422,23,28.94,0.212,1,0,0,0.259,0
TX_003384,3062.5,UPI,Gaming,10,0,1555,612.0,5.0,1,2,14,1356,25,11.2,0.269,0,2,0,0.127,0
TX_003385,3313.96,UPI,Electronics,15,0,462,1895.8,1.75,1,3,8,612,22,74.41,0.024,0,0,0,0.323,0
TX_003386,623.94,NETBANKING,Travel,13,0,1154,743.23,0.84,0,6,11,1461,20,39.67,0.14,0,1,0,0.423,0
TX_003387,484.82,CARD,Services,13,1,1375,230.46,2.09,1,5,12,1492,11,15.44,0.156,0,0,0,0.404,0
TX_003388,1185.76,UPI,Gaming,16,0,1920,1864.96,0.64,2,2,10,391,18,56.23,0.109,2,0,0,0.143,0
TX_003389,2595.76,UPI,Grocery,16,0,628,177.18,14.57,14,25,47,634,19,8.15,0.009,1,0,0,0.708,1
TX_003390,1260.24,UPI,Services,1,0,1159,690.13,1.82,1,3,15,1185,18,62.95,0.037,0,0,0,0.09,0
TX_003391,226.56,NETBANKING,Electronics,21,0,850,748.46,0.3,1,2,9,1451,18,73.46,0.073,0,0,0,0.122,0
TX_003392,491.36,CARD,Electronics,10,0,786,310.84,1.58,2,2,6,466,34,34.77,0.161,0,0,0,0.426,0
TX_003393,1018.44,UPI,Gaming,16,0,792,737.89,1.38,3,8,21,435,22,163.63,0.184,0,0,0,0.513,0
TX_003394,1016.72,NETBANKING,Food,7,0,1329,894.08,1.14,1,2,8,802,22,37.8,0.161,0,0,0,0.364,0
TX_003395,7883.62,UPI,Grocery,23,0,1650,335.8,23.41,0,1,12,90,18,211.32,0.073,2,0,0,0.432,0
TX_003396,274.24,CARD,Grocery,20,0,73,751.69,0.36,4,6,7,1039,22,56.65,0.027,0,0,0,0.136,0
TX_003397,1818.18,UPI,Food,20,1,1307,572.72,3.17,1,6,13,377,28,88.78,0.235,1,0,0,0.297,0
TX_003398,4861.55,CARD,Electronics,4,0,383,296.01,16.37,1,3,16,351,18,31.2,0.302,0,1,0,0.327,0
TX_003399,10630.15,NETBANKING,Gaming,1,0,457,1601.72,6.63,4,8,13,305,16,2.49,0.034,0,0,0,0.285,0
TX_003400,731.87,NETBANKING,Grocery,6,0,709,928.63,0.79,3,7,18,1334,21,10.9,0.358,0,0,0,0.133,0
TX_003401,1792.61,UPI,Grocery,13,0,1012,1346.0,1.33,1,2,9,1348,21,51.53,0.206,0,0,0,0.321,0
TX_003402,1938.68,CARD,Travel,15,0,221,548.4,3.53,4,8,15,106,11,262.04,0.162,0,0,0,0.341,0
TX_003403,1333.39,CARD,Gaming,14,0,1917,672.71,1.98,3,6,15,112,21,83.91,0.084,1,0,0,0.239,0
TX_003404,993.42,NETBANKING,Fashion,12,0,302,768.14,1.29,0,0,9,332,30,0.85,0.077,0,0,0,0.141,0
TX_003405,1695.91,WALLET,Services,19,0,691,625.56,2.71,3,4,9,293,18,172.22,0.125,1,0,0,0.414,0
TX_003406,87.16,NETBANKING,Electronics,10,1,708,549.62,0.16,0,4,11,488,27,33.67,0.281,1,0,0,0.131,0
TX_003407,2169.1,UPI,Grocery,18,0,312,1860.98,1.16,1,7,18,539,15,63.07,0.119,1,0,0,0.502,0
TX_003408,1244.11,CARD,Travel,19,1,1803,1522.23,0.82,0,3,13,1018,28,51.78,0.361,0,0,0,0.261,0
TX_003409,877.89,NETBANKING,Services,4,1,267,1524.3,0.58,3,5,10,542,25,39.12,0.344,1,0,0,0.372,0
TX_003410,8491.85,UPI,Gaming,7,0,456,879.04,9.65,0,5,11,1259,17,76.54,0.27,0,0,0,0.238,0
TX_003411,1970.67,NETBANKING,Services,13,0,751,459.72,4.28,6,7,13,8,16,735.72,0.602,1,0,0,0.796,1
TX_003412,732.84,NETBANKING,Fashion,6,1,1016,1419.2,0.52,1,4,12,282,23,60.5,0.34,0,0,0,0.247,0
TX_003413,8034.93,CARD,Travel,5,0,342,216.24,36.99,2,3,9,1470,27,51.37,0.188,0,0,0,0.262,0
TX_003414,477.2,NETBANKING,Food,15,0,1258,697.55,0.68,1,4,12,526,23,65.31,0.354,1,0,0,0.178,0
TX_003415,632.63,CARD,Gaming,22,0,630,114.6,5.47,3,6,12,1488,24,305.8,0.148,0,0,0,0.257,0
TX_003416,946.69,CARD,Grocery,3,0,1503,1102.01,0.86,1,5,18,1296,26,342.24,0.146,1,0,0,0.214,0
TX_003417,2542.07,UPI,Travel,22,1,1217,1074.54,2.36,0,3,11,347,21,39.1,0.083,0,0,0,0.218,0
TX_003418,1349.92,CARD,Electronics,17,1,1083,398.63,3.38,3,5,10,18,20,3.19,0.066,0,0,0,0.468,0
TX_003419,301.08,CARD,Food,4,0,396,2465.89,0.12,0,2,7,783,13,191.47,0.1,0,0,0,0.585,0
TX_003420,644.09,CARD,Gaming,5,1,940,242.28,2.65,0,3,10,696,15,10.68,0.076,1,1,0,0.406,0
TX_003421,597.44,CARD,Fashion,17,0,1192,360.5,1.65,2,4,10,629,14,156.39,0.181,0,0,0,0.12,0
TX_003422,1015.14,NETBANKING,Services,14,0,57,186.72,5.41,2,7,14,573,18,120.21,0.075,2,0,0,0.137,0
TX_003423,1678.82,WALLET,Gaming,8,0,578,321.12,5.21,2,5,15,830,24,3.12,0.193,0,0,0,0.3,0
TX_003424,1666.04,CARD,Fashion,20,0,1827,269.46,6.16,1,5,8,350,27,24.18,0.04,2,1,1,0.365,0
TX_003425,185.67,UPI,Electronics,23,0,369,180.76,1.02,0,0,9,964,14,32.82,0.281,1,0,0,0.516,0
TX_003426,3177.79,NETBANKING,Travel,21,0,1271,1009.23,3.15,1,5,11,371,21,58.79,0.018,0,0,0,0.242,0
TX_003427,1411.73,NETBANKING,Grocery,8,1,947,168.14,8.35,0,8,15,1384,29,50.47,0.195,0,0,0,0.233,0
TX_003428,4378.81,CARD,Food,0,0,475,2240.73,1.95,3,11,19,729,21,109.15,0.108,2,0,0,0.318,0
TX_003429,1709.91,UPI,Travel,22,0,1209,741.51,2.3,3,7,21,480,13,8.88,0.34,1,0,0,0.321,0
TX_003430,3298.83,CARD,Gaming,18,0,243,363.52,9.05,0,5,16,358,18,115.16,0.297,1,1,0,0.32,0
TX_003431,1748.56,UPI,Electronics,5,0,1143,1421.07,1.23,0,1,5,644,24,163.19,0.106,0,0,0,0.258,0
TX_003432,4214.25,UPI,Grocery,0,0,890,924.92,4.55,2,2,10,1302,19,235.1,0.404,0,0,0,0.235,0
TX_003433,1848.72,CARD,Food,10,0,1728,515.23,3.58,4,8,11,465,22,17.75,0.144,0,0,0,0.733,0
TX_003434,994.35,CARD,Fashion,0,1,1734,333.84,2.97,1,2,8,768,15,8.9,0.271,1,0,0,0.25,0
TX_003435,10640.63,UPI,Grocery,5,0,1208,89.82,117.16,0,1,10,1112,28,6.58,0.413,1,0,0,0.013,0
TX_003436,2667.87,CARD,Electronics,19,0,1934,688.51,3.87,3,5,15,823,16,319.31,0.229,1,0,0,0.487,0
TX_003437,1946.41,CARD,Food,11,0,1480,289.36,6.7,0,3,12,696,20,43.36,0.208,1,0,0,0.377,0
TX_003438,306.03,NETBANKING,Services,9,1,523,997.43,0.31,2,5,9,1347,23,196.19,0.168,1,0,0,0.317,0
TX_003439,302.38,UPI,Electronics,0,1,1787,895.11,0.34,1,6,13,350,21,25.86,0.058,1,1,0,0.272,0
TX_003440,1469.56,NETBANKING,Grocery,5,0,937,550.99,2.66,2,6,9,1484,17,8.82,0.452,0,0,0,0.093,0
TX_003441,1268.41,UPI,Food,11,1,1731,171.6,7.35,3,7,19,3,17,5.62,0.191,1,0,0,0.383,0
TX_003442,593.41,CARD,Services,18,0,1217,450.07,1.32,3,6,16,307,18,123.04,0.133,1,1,0,0.109,0
TX_003443,1262.67,UPI,Services,9,0,1599,946.01,1.33,1,3,11,845,18,4.45,0.259,0,0,0,0.154,0
TX_003444,5370.23,CARD,Electronics,6,0,1558,745.75,7.19,1,4,10,1102,18,102.82,0.108,0,0,0,0.401,0
TX_003445,2198.22,CARD,Fashion,0,0,1275,618.28,3.55,1,6,22,1430,14,63.77,0.327,0,0,0,0.123,0
TX_003446,350.37,CARD,Food,21,0,1040,1585.81,0.22,2,2,9,125,23,116.89,0.094,2,0,0,0.216,0
TX_003447,980.92,WALLET,Travel,0,0,1890,1147.39,0.85,2,2,7,1111,16,73.48,0.401,0,0,0,0.236,0
TX_003448,490.31,CARD,Gaming,3,0,1937,797.42,0.61,2,7,18,825,13,38.58,0.067,1,0,0,0.164,0
TX_003449,744.19,CARD,Food,2,0,1937,2851.05,0.26,0,3,12,1133,19,125.64,0.129,0,0,0,0.333,0
TX_003450,725.15,UPI,Grocery,15,0,604,961.41,0.75,1,4,9,1201,16,128.93,0.036,0,1,0,0.372,0
TX_003451,680.18,UPI,Services,5,1,170,649.72,1.05,1,5,12,349,19,17.94,0.082,0,0,0,0.225,0
TX_003452,312.58,CARD,Services,15,1,728,1178.62,0.26,2,4,14,1072,27,77.75,0.161,1,0,0,0.42,0
TX_003453,965.21,UPI,Electronics,18,1,111,1388.55,0.69,2,2,11,436,24,62.1,0.324,1,0,0,0.65,0
TX_003454,626.03,CARD,Travel,18,0,1368,1009.19,0.62,2,9,16,1325,24,12.77,0.074,2,0,0,0.882,0
TX_003455,58.59,UPI,Gaming,8,1,683,605.86,0.1,2,3,6,1372,15,0.53,0.116,0,0,0,0.358,0
TX_003456,8543.89,UPI,Fashion,13,0,925,485.19,17.57,2,3,14,1267,17,0.89,0.152,0,0,0,0.241,0
TX_003457,3257.68,UPI,Grocery,16,0,1480,1876.36,1.74,1,4,12,703,22,87.38,0.371,0,0,0,0.583,0
TX_003458,752.72,UPI,Travel,23,0,1058,709.43,1.06,6,11,18,1247,25,100.55,0.14,0,0,0,0.716,0
TX_003459,1117.47,CARD,Fashion,22,0,1987,2215.94,0.5,0,4,15,1427,14,13.2,0.326,1,0,0,0.293,0
TX_003460,339.8,CARD,Food,1,0,941,815.48,0.42,2,3,9,1419,24,186.81,0.24,1,0,1,0.388,0
TX_003461,5977.29,UPI,Grocery,3,0,1400,638.11,9.35,2,7,15,781,19,28.64,0.051,0,0,0,0.167,0
TX_003462,7312.12,UPI,Travel,5,1,225,547.21,13.34,2,4,14,160,13,37.23,0.296,1,0,0,0.605,0
TX_003463,2282.08,CARD,Food,4,0,1898,260.89,8.71,1,4,17,332,17,233.97,0.242,1,1,0,0.994,1
TX_003464,3051.93,UPI,Services,1,0,675,868.26,3.51,3,5,12,1248,21,12.39,0.243,0,0,0,0.108,0
TX_003465,1306.73,UPI,Food,0,0,347,336.24,3.87,2,7,15,1367,15,45.21,0.141,0,0,0,0.244,0
TX_003466,288.09,UPI,Food,18,0,698,698.21,0.41,1,2,9,1017,24,6.13,0.416,0,0,0,0.281,0
TX_003467,726.46,UPI,Grocery,2,0,1214,2027.24,0.36,4,9,13,1049,18,50.95,0.088,1,0,0,0.091,0
TX_003468,1251.29,NETBANKING,Electronics,23,1,585,1011.41,1.24,5,8,19,549,15,109.5,0.344,0,0,0,0.13,0
TX_003469,696.07,CARD,Travel,14,1,1308,584.46,1.19,3,7,13,599,22,4.92,0.17,1,0,0,0.416,0
TX_003470,881.25,UPI,Fashion,23,0,1338,2422.17,0.36,1,6,16,994,21,64.5,0.325,0,0,0,0.083,0
TX_003471,1000.85,UPI,Grocery,21,1,1447,400.01,2.5,1,3,6,342,28,1.82,0.21,1,0,0,0.46,0
TX_003472,1011.43,CARD,Services,12,0,1766,951.48,1.06,0,4,12,348,25,93.42,0.011,1,0,0,0.303,0
TX_003473,1155.47,CARD,Gaming,23,0,724,766.98,1.5,6,8,12,136,14,116.48,0.099,0,0,1,0.346,0
TX_003474,379.71,UPI,Fashion,21,1,375,251.14,1.51,2,7,15,753,14,27.98,0.286,0,0,0,0.459,0
TX_003475,535.38,UPI,Food,17,0,1258,1793.88,0.3,2,7,13,1115,17,161.82,0.059,0,0,0,0.066,0
TX_003476,303.51,CARD,Fashion,23,0,294,841.25,0.36,0,3,13,1409,18,40.91,0.077,0,0,1,0.037,0
TX_003477,2915.56,CARD,Fashion,21,0,1937,843.09,3.45,1,3,8,419,28,151.4,0.181,0,0,0,0.485,0
TX_003478,133.53,UPI,Services,1,1,1096,763.56,0.17,1,2,8,1094,27,9.44,0.171,0,0,0,0.339,0
TX_003479,3475.84,WALLET,Gaming,5,0,1015,657.46,5.28,1,4,10,694,23,45.52,0.296,0,0,0,0.316,0
TX_003480,4386.77,UPI,Food,9,1,485,800.5,5.47,0,6,19,870,13,44.38,0.378,1,0,0,0.104,0
TX_003481,4469.2,WALLET,Travel,1,0,1271,350.81,12.7,1,3,11,1280,18,142.11,0.015,0,0,0,0.85,1
TX_003482,81.2,NETBANKING,Fashion,23,0,1358,618.79,0.13,0,3,14,683,17,4.48,0.192,0,0,0,0.093,0
TX_003483,764.09,UPI,Travel,2,0,680,1959.39,0.39,0,2,10,532,17,46.18,0.048,1,0,0,0.27,0
TX_003484,1028.46,NETBANKING,Gaming,23,1,1530,1083.79,0.95,2,3,9,284,20,23.71,0.203,1,0,0,0.505,0
TX_003485,399.18,UPI,Services,21,0,990,475.82,0.84,1,5,12,165,26,68.2,0.283,1,0,0,0.265,0
TX_003486,655.1,UPI,Grocery,3,0,1438,1174.76,0.56,3,6,12,575,23,98.9,0.326,0,0,0,0.315,0
TX_003487,5065.43,UPI,Grocery,23,0,403,2764.31,1.83,2,4,18,340,12,182.17,0.04,1,0,0,0.15,0
TX_003488,2132.24,UPI,Electronics,0,1,838,274.57,7.74,3,6,11,990,22,51.71,0.226,0,0,0,0.546,0
TX_003489,435.04,UPI,Gaming,7,0,1943,288.86,1.5,0,1,11,632,22,29.62,0.143,1,0,0,0.564,0
TX_003490,221.94,UPI,Services,16,1,483,2359.3,0.09,3,5,17,634,11,101.7,0.036,1,0,0,0.538,0
TX_003491,790.75,UPI,Grocery,16,0,1802,273.27,2.88,4,8,14,369,14,43.87,0.323,0,0,0,0.281,0
TX_003492,885.85,NETBANKING,Food,16,1,1942,865.26,1.02,1,2,10,9,13,124.95,0.294,0,0,0,0.044,0
TX_003493,1801.18,UPI,Grocery,3,1,1386,3131.06,0.58,1,5,10,1156,20,117.12,0.066,1,0,0,0.137,0
TX_003494,642.06,WALLET,Fashion,3,0,1822,623.43,1.03,2,3,14,259,24,86.41,0.361,1,0,0,0.312,0
TX_003495,1828.95,UPI,Electronics,22,0,1444,647.27,2.82,3,4,15,684,22,12.72,0.253,0,0,0,0.493,0
TX_003496,7594.31,CARD,Fashion,23,0,125,604.97,12.53,1,2,12,106,26,157.72,0.117,0,0,0,0.398,0
TX_003497,2478.73,CARD,Gaming,0,0,1381,811.35,3.05,4,5,12,324,18,12.74,0.189,0,0,0,0.356,0
TX_003498,1045.15,UPI,Fashion,6,1,365,1436.61,0.73,1,5,12,697,18,9.51,0.103,0,0,0,0.319,0
TX_003499,913.1,UPI,Fashion,0,0,1813,329.74,2.76,4,4,15,1197,9,118.11,0.252,0,0,0,0.182,0
TX_003500,767.64,CARD,Travel,4,0,1866,697.6,1.1,0,3,17,839,22,49.35,0.233,2,0,0,0.164,0
TX_003501,3571.14,CARD,Food,17,0,729,860.61,4.14,1,4,13,1492,21,160.4,0.032,0,0,0,0.104,0
TX_003502,585.63,UPI,Grocery,23,0,1866,403.4,1.45,2,6,18,316,22,28.51,0.155,0,0,0,0.295,0
TX_003503,1147.36,UPI,Travel,10,1,1490,1784.25,0.64,3,5,15,867,14,69.79,0.316,0,0,1,0.14,0
